primary_identifier,next_month_plan
2003793,1
1776101,3
6945050,3
2472049,6
7197266,6
2099980,3
4515595,1
4155971,3
4203824,3
4397850,4
5564784,3
8042819,3
4887835,3
7876737,5
8586725,6
4192710,8
8692886,6
2734029,1
8619873,6
8591720,6
2736902,3
1302512,7
6236339,8
2515939,3
4007286,5
4189111,3
1198957,4
7630599,8
5179554,3
3849110,6
9921234,8
7846621,3
3063762,6
7230281,3
7645170,5
9834627,3
1561943,6
8159623,6
4745105,3
6238198,6
6536712,2
6835837,4
9840782,8
9817473,8
4677724,6
8757935,6
9670187,6
1530338,6
4057212,6
8766616,1
7031680,3
1491069,4
7532437,8
9660215,6
4478979,3
8803684,3
2673030,3
3225354,4
7152868,6
3179169,3
2224348,7
7604192,6
3982237,3
5566730,3
5654973,3
1776383,3
3854674,3
1919483,7
4651764,1
4474656,3
1795642,6
6065257,6
2785623,6
6818861,8
5879576,6
6302710,2
7664304,3
7612029,6
2827711,4
2466639,3
7181670,3
4657905,3
9911891,8
1812207,6
5788490,6
2018132,3
4750385,1
7389653,8
4829600,3
5870369,3
1664193,6
5738994,8
3891124,1
4956977,6
2280455,3
5442145,3
9690915,3
2879482,6
1676804,3
1413694,3
9095217,3
3440394,3
7639903,8
7843616,7
8658882,2
1129960,6
2195886,3
4147033,3
7484224,3
1053494,6
5054202,6
7522183,3
9272428,6
2668629,3
6887862,6
2408222,6
6827205,3
5479278,3
7293700,3
6211646,6
2287562,4
9906740,3
6712888,6
7215367,1
4619709,7
4991295,3
8862316,3
1405780,8
2823054,6
6666497,6
8970659,3
5808184,2
5629721,3
1354971,8
7028838,3
6628173,6
2450232,1
1158974,6
3553918,8
7451075,6
6551842,6
2712784,8
6403752,3
2917990,6
2290191,3
2806364,1
2547943,3
1106746,8
9535518,6
5828115,3
3576888,3
1261876,3
6435719,8
1906946,3
4965840,1
9299909,3
1472878,3
1754200,6
4550812,8
6195783,3
1827020,3
1143355,6
7463157,3
6548879,3
3315170,3
7683859,3
8096711,1
6037264,6
3882846,6
5924179,4
5703892,4
1145961,3
2437167,3
1280772,6
2527454,6
6522603,3
8349253,3
8041643,6
2504295,6
3880218,2
9117275,3
2941924,3
2318131,6
4759027,3
3193576,6
6501833,1
2086725,4
1741042,6
9227318,8
2159580,6
4113682,7
8022158,1
8762907,5
9452509,3
8942397,7
1349385,4
8647776,6
1693664,3
1006766,3
6504706,7
1175738,6
3112039,7
3651976,7
8932144,3
3136993,8
4370183,8
4669473,6
5221252,3
8266878,3
3586170,8
2713847,3
8937390,3
2461650,3
6694423,3
9887579,6
4426179,1
2957461,6
9060346,2
2532590,6
9320663,3
4365639,6
8781830,3
7822141,6
5455986,8
9846653,8
2210268,4
7014920,6
6971055,3
6847886,8
6256313,5
1204272,6
1687158,7
6337872,3
1324975,1
5513702,3
2706404,3
3580959,3
6263728,3
2113672,8
1390101,3
5119108,6
1949303,1
6140467,5
8037047,3
8006342,8
8095372,3
2511704,4
5216363,3
1558751,3
4929533,3
6191127,3
6852753,8
8307807,3
2832254,1
8320902,8
5356962,3
5871018,3
2963545,6
4576628,4
2958101,4
2614982,3
2048847,3
4468799,6
5807306,3
2920788,8
2775664,3
4495015,6
4265712,3
2325498,4
7104613,3
5835284,6
9696565,3
4175000,6
4868508,3
8385863,6
3951612,3
2830582,6
8017610,7
7393024,3
7245821,1
3674927,8
9120683,3
9108388,1
1755743,3
3674938,3
8678678,3
6944410,3
6993086,3
6928089,1
7550577,6
2329685,4
8411105,1
2454053,6
7991669,6
4249579,8
6022542,8
8761570,3
3441720,3
7746519,5
9442941,6
6442978,8
9818091,6
7716635,1
2952455,3
7780669,3
5027380,1
4972132,3
4073079,3
1596480,6
1685270,6
6762028,1
4415365,3
6944474,2
7149843,3
8552951,6
9733672,6
1672661,3
2263862,6
3170800,3
7449588,3
9275473,7
7072881,5
3938831,6
1354993,8
5913682,4
5894117,7
3475094,3
3627044,3
9624651,8
2126224,3
3672317,3
9598771,3
5403318,3
4843689,8
4162645,3
3321136,3
2427912,3
1391999,8
5829811,1
6182650,8
6782467,6
5241645,6
9856989,3
4470802,3
8718191,6
5235645,3
9152598,3
3638435,2
6259994,6
7155422,5
3519126,1
2692386,1
3221452,6
4355459,8
5652029,3
