primary_identifier,next_month_plan
2003793,1
1776101,1
6945050,5
2472049,1
7197266,5
2099980,1
4515595,1
4155971,1
4203824,3
4397850,2
5564784,4
8042819,4
4887835,1
7876737,1
8586725,1
4192710,5
8692886,5
2734029,1
8619873,1
8591720,6
2736902,3
1302512,6
6236339,8
2515939,1
4007286,5
4189111,5
1198957,4
7630599,4
5179554,3
3849110,6
9921234,6
7846621,4
3063762,5
7230281,1
7645170,1
9834627,1
1561943,4
8159623,6
4745105,3
6238198,3
6536712,1
6835837,3
9840782,6
9817473,6
4677724,3
8757935,6
9670187,2
1530338,5
4057212,6
8766616,1
7031680,1
1491069,3
7532437,6
9660215,5
4478979,3
8803684,1
2673030,3
3225354,3
7152868,5
3179169,1
2224348,6
7604192,3
3982237,3
5566730,1
5654973,1
1776383,1
3854674,3
1919483,6
4651764,1
4474656,1
1795642,6
6065257,5
2785623,5
6818861,4
5879576,5
6302710,1
7664304,2
7612029,6
2827711,4
2466639,3
7181670,2
4657905,1
9911891,8
1812207,1
5788490,3
2018132,4
4750385,1
7389653,5
4829600,4
5870369,4
1664193,5
5738994,5
3891124,1
4956977,1
2280455,1
5442145,1
9690915,3
2879482,5
1676804,1
1413694,1
9095217,1
3440394,4
7639903,4
7843616,3
8658882,2
1129960,5
2195886,1
4147033,4
7484224,4
1053494,4
5054202,1
7522183,2
9272428,5
2668629,1
6887862,5
2408222,5
6827205,1
5479278,3
7293700,4
6211646,5
2287562,3
9906740,4
6712888,4
7215367,1
4619709,1
4991295,2
8862316,3
1405780,6
2823054,1
6666497,5
8970659,3
5808184,1
5629721,1
1354971,8
7028838,2
6628173,5
2450232,1
1158974,3
3553918,4
7451075,5
6551842,8
2712784,8
6403752,4
2917990,5
2290191,3
2806364,1
2547943,3
1106746,8
9535518,5
5828115,1
3576888,1
1261876,2
6435719,6
1906946,3
4965840,1
9299909,1
1472878,1
1754200,5
4550812,8
6195783,1
1827020,1
1143355,5
7463157,2
6548879,4
3315170,4
7683859,3
8096711,1
6037264,5
3882846,4
5924179,4
5703892,2
1145961,4
2437167,3
1280772,4
2527454,5
6522603,3
8349253,1
8041643,5
2504295,6
3880218,3
9117275,5
2941924,1
2318131,1
4759027,4
3193576,5
6501833,1
2086725,4
1741042,1
9227318,6
2159580,5
4113682,4
8022158,1
8762907,6
9452509,3
8942397,1
1349385,2
8647776,5
1693664,4
1006766,1
